Name,Class,Parent,ROI,Measurements
AI_Abnormal_236,Abnormal,,RECTANGLE (166912 1024 256 256),AI_Confidence:0.749;Method:MONAI_Demo
AI_Abnormal_237,Abnormal,,RECTANGLE (167424 1024 256 256),AI_Confidence:0.787;Method:MONAI_Demo
AI_Abnormal_238,Abnormal,,RECTANGLE (168448 1024 256 256),AI_Confidence:0.866;Method:MONAI_Demo
AI_Abnormal_239,Abnormal,,RECTANGLE (168960 1024 256 256),AI_Confidence:0.892;Method:MONAI_Demo
AI_Abnormal_240,Abnormal,,RECTANGLE (169984 1024 256 256),AI_Confidence:0.916;Method:MONAI_Demo
AI_Abnormal_241,Abnormal,,RECTANGLE (171520 1024 256 256),AI_Confidence:0.773;Method:MONAI_Demo
AI_Abnormal_242,Abnormal,,RECTANGLE (173056 1024 256 256),AI_Confidence:0.927;Method:MONAI_Demo
AI_Abnormal_243,Abnormal,,RECTANGLE (174080 1024 256 256),AI_Confidence:0.809;Method:MONAI_Demo
AI_Abnormal_244,Abnormal,,RECTANGLE (174592 1024 256 256),AI_Confidence:0.712;Method:MONAI_Demo
AI_Abnormal_245,Abnormal,,RECTANGLE (179712 1024 256 256),AI_Confidence:0.961;Method:MONAI_Demo
AI_Abnormal_246,Abnormal,,RECTANGLE (184320 1024 256 256),AI_Confidence:0.791;Method:MONAI_Demo
AI_Abnormal_247,Abnormal,,RECTANGLE (184832 1024 256 256),AI_Confidence:0.835;Method:MONAI_Demo
AI_Abnormal_248,Abnormal,,RECTANGLE (186880 1024 256 256),AI_Confidence:0.756;Method:MONAI_Demo
AI_Abnormal_249,Abnormal,,RECTANGLE (188416 1024 256 256),AI_Confidence:0.914;Method:MONAI_Demo
AI_Abnormal_250,Abnormal,,RECTANGLE (0 1536 256 256),AI_Confidence:0.933;Method:MONAI_Demo
AI_Abnormal_251,Abnormal,,RECTANGLE (2048 1536 256 256),AI_Confidence:0.738;Method:MONAI_Demo
AI_Abnormal_252,Abnormal,,RECTANGLE (3072 1536 256 256),AI_Confidence:0.790;Method:MONAI_Demo
AI_Abnormal_253,Abnormal,,RECTANGLE (4096 1536 256 256),AI_Confidence:0.716;Method:MONAI_Demo
AI_Abnormal_254,Abnormal,,RECTANGLE (7168 1536 256 256),AI_Confidence:0.772;Method:MONAI_Demo
AI_Abnormal_255,Abnormal,,RECTANGLE (12288 1536 256 256),AI_Confidence:0.767;Method:MONAI_Demo
AI_Abnormal_256,Abnormal,,RECTANGLE (24064 1536 256 256),AI_Confidence:0.864;Method:MONAI_Demo
AI_Abnormal_257,Abnormal,,RECTANGLE (25088 1536 256 256),AI_Confidence:0.715;Method:MONAI_Demo
AI_Abnormal_258,Abnormal,,RECTANGLE (31744 1536 256 256),AI_Confidence:0.946;Method:MONAI_Demo
AI_Abnormal_259,Abnormal,,RECTANGLE (35840 1536 256 256),AI_Confidence:0.948;Method:MONAI_Demo
AI_Abnormal_260,Abnormal,,RECTANGLE (38912 1536 256 256),AI_Confidence:0.751;Method:MONAI_Demo
AI_Abnormal_261,Abnormal,,RECTANGLE (39936 1536 256 256),AI_Confidence:0.719;Method:MONAI_Demo
AI_Abnormal_262,Abnormal,,RECTANGLE (41984 1536 256 256),AI_Confidence:0.751;Method:MONAI_Demo
AI_Abnormal_263,Abnormal,,RECTANGLE (42496 1536 256 256),AI_Confidence:0.813;Method:MONAI_Demo
AI_Abnormal_264,Abnormal,,RECTANGLE (43520 1536 256 256),AI_Confidence:0.762;Method:MONAI_Demo
AI_Abnormal_265,Abnormal,,RECTANGLE (45568 1536 256 256),AI_Confidence:0.952;Method:MONAI_Demo
AI_Abnormal_266,Abnormal,,RECTANGLE (46592 1536 256 256),AI_Confidence:0.835;Method:MONAI_Demo
AI_Abnormal_267,Abnormal,,RECTANGLE (47104 1536 256 256),AI_Confidence:0.786;Method:MONAI_Demo
AI_Abnormal_268,Abnormal,,RECTANGLE (49664 1536 256 256),AI_Confidence:0.748;Method:MONAI_Demo
AI_Abnormal_269,Abnormal,,RECTANGLE (55296 1536 256 256),AI_Confidence:0.778;Method:MONAI_Demo
AI_Abnormal_270,Abnormal,,RECTANGLE (55808 1536 256 256),AI_Confidence:0.766;Method:MONAI_Demo
AI_Abnormal_271,Abnormal,,RECTANGLE (57344 1536 256 256),AI_Confidence:0.729;Method:MONAI_Demo
AI_Abnormal_272,Abnormal,,RECTANGLE (58880 1536 256 256),AI_Confidence:0.776;Method:MONAI_Demo
AI_Abnormal_273,Abnormal,,RECTANGLE (64000 1536 256 256),AI_Confidence:0.721;Method:MONAI_Demo
AI_Abnormal_274,Abnormal,,RECTANGLE (65536 1536 256 256),AI_Confidence:0.788;Method:MONAI_Demo
AI_Abnormal_275,Abnormal,,RECTANGLE (70144 1536 256 256),AI_Confidence:0.812;Method:MONAI_Demo
AI_Abnormal_276,Abnormal,,RECTANGLE (70656 1536 256 256),AI_Confidence:0.770;Method:MONAI_Demo
AI_Abnormal_277,Abnormal,,RECTANGLE (71680 1536 256 256),AI_Confidence:0.787;Method:MONAI_Demo
AI_Abnormal_278,Abnormal,,RECTANGLE (77312 1536 256 256),AI_Confidence:0.948;Method:MONAI_Demo
AI_Abnormal_279,Abnormal,,RECTANGLE (77824 1536 256 256),AI_Confidence:0.756;Method:MONAI_Demo
AI_Abnormal_280,Abnormal,,RECTANGLE (79360 1536 256 256),AI_Confidence:0.793;Method:MONAI_Demo
AI_Abnormal_281,Abnormal,,RECTANGLE (82944 1536 256 256),AI_Confidence:0.803;Method:MONAI_Demo
AI_Abnormal_282,Abnormal,,RECTANGLE (83968 1536 256 256),AI_Confidence:0.721;Method:MONAI_Demo
AI_Abnormal_283,Abnormal,,RECTANGLE (84480 1536 256 256),AI_Confidence:0.720;Method:MONAI_Demo
AI_Abnormal_284,Abnormal,,RECTANGLE (86016 1536 256 256),AI_Confidence:0.716;Method:MONAI_Demo
AI_Abnormal_285,Abnormal,,RECTANGLE (87040 1536 256 256),AI_Confidence:0.842;Method:MONAI_Demo
AI_Abnormal_286,Abnormal,,RECTANGLE (87552 1536 256 256),AI_Confidence:0.808;Method:MONAI_Demo
AI_Abnormal_287,Abnormal,,RECTANGLE (94208 1536 256 256),AI_Confidence:0.777;Method:MONAI_Demo
AI_Abnormal_288,Abnormal,,RECTANGLE (97280 1536 256 256),AI_Confidence:0.709;Method:MONAI_Demo
AI_Abnormal_289,Abnormal,,RECTANGLE (100352 1536 256 256),AI_Confidence:0.834;Method:MONAI_Demo
AI_Abnormal_290,Abnormal,,RECTANGLE (103424 1536 256 256),AI_Confidence:0.908;Method:MONAI_Demo
AI_Abnormal_291,Abnormal,,RECTANGLE (104448 1536 256 256),AI_Confidence:0.814;Method:MONAI_Demo
AI_Abnormal_292,Abnormal,,RECTANGLE (105984 1536 256 256),AI_Confidence:0.702;Method:MONAI_Demo
AI_Abnormal_293,Abnormal,,RECTANGLE (109568 1536 256 256),AI_Confidence:0.721;Method:MONAI_Demo
AI_Abnormal_294,Abnormal,,RECTANGLE (110592 1536 256 256),AI_Confidence:0.811;Method:MONAI_Demo
AI_Abnormal_295,Abnormal,,RECTANGLE (113152 1536 256 256),AI_Confidence:0.822;Method:MONAI_Demo
AI_Abnormal_296,Abnormal,,RECTANGLE (113664 1536 256 256),AI_Confidence:0.952;Method:MONAI_Demo
AI_Abnormal_297,Abnormal,,RECTANGLE (116224 1536 256 256),AI_Confidence:0.704;Method:MONAI_Demo
AI_Abnormal_298,Abnormal,,RECTANGLE (117248 1536 256 256),AI_Confidence:0.805;Method:MONAI_Demo
AI_Abnormal_299,Abnormal,,RECTANGLE (119296 1536 256 256),AI_Confidence:0.949;Method:MONAI_Demo
AI_Abnormal_300,Abnormal,,RECTANGLE (122368 1536 256 256),AI_Confidence:0.889;Method:MONAI_Demo
AI_Abnormal_301,Abnormal,,RECTANGLE (123392 1536 256 256),AI_Confidence:0.720;Method:MONAI_Demo
AI_Abnormal_302,Abnormal,,RECTANGLE (124416 1536 256 256),AI_Confidence:0.943;Method:MONAI_Demo
AI_Abnormal_303,Abnormal,,RECTANGLE (124928 1536 256 256),AI_Confidence:0.947;Method:MONAI_Demo
AI_Abnormal_304,Abnormal,,RECTANGLE (127488 1536 256 256),AI_Confidence:0.746;Method:MONAI_Demo
AI_Abnormal_305,Abnormal,,RECTANGLE (129536 1536 256 256),AI_Confidence:0.831;Method:MONAI_Demo
AI_Abnormal_306,Abnormal,,RECTANGLE (130048 1536 256 256),AI_Confidence:0.876;Method:MONAI_Demo
AI_Abnormal_307,Abnormal,,RECTANGLE (131584 1536 256 256),AI_Confidence:0.738;Method:MONAI_Demo
AI_Abnormal_308,Abnormal,,RECTANGLE (138240 1536 256 256),AI_Confidence:0.895;Method:MONAI_Demo
AI_Abnormal_309,Abnormal,,RECTANGLE (139776 1536 256 256),AI_Confidence:0.739;Method:MONAI_Demo
AI_Abnormal_310,Abnormal,,RECTANGLE (142848 1536 256 256),AI_Confidence:0.766;Method:MONAI_Demo
AI_Abnormal_311,Abnormal,,RECTANGLE (144384 1536 256 256),AI_Confidence:0.882;Method:MONAI_Demo
AI_Abnormal_312,Abnormal,,RECTANGLE (148480 1536 256 256),AI_Confidence:0.903;Method:MONAI_Demo
AI_Abnormal_313,Abnormal,,RECTANGLE (154624 1536 256 256),AI_Confidence:0.949;Method:MONAI_Demo
AI_Abnormal_314,Abnormal,,RECTANGLE (158208 1536 256 256),AI_Confidence:0.808;Method:MONAI_Demo
AI_Abnormal_315,Abnormal,,RECTANGLE (159744 1536 256 256),AI_Confidence:0.766;Method:MONAI_Demo
AI_Abnormal_316,Abnormal,,RECTANGLE (162304 1536 256 256),AI_Confidence:0.719;Method:MONAI_Demo
AI_Abnormal_317,Abnormal,,RECTANGLE (162816 1536 256 256),AI_Confidence:0.865;Method:MONAI_Demo
AI_Abnormal_318,Abnormal,,RECTANGLE (164352 1536 256 256),AI_Confidence:0.940;Method:MONAI_Demo
AI_Abnormal_319,Abnormal,,RECTANGLE (164864 1536 256 256),AI_Confidence:0.844;Method:MONAI_Demo
AI_Abnormal_320,Abnormal,,RECTANGLE (167936 1536 256 256),AI_Confidence:0.850;Method:MONAI_Demo
AI_Abnormal_321,Abnormal,,RECTANGLE (168960 1536 256 256),AI_Confidence:0.710;Method:MONAI_Demo
AI_Abnormal_322,Abnormal,,RECTANGLE (169984 1536 256 256),AI_Confidence:0.897;Method:MONAI_Demo
AI_Abnormal_323,Abnormal,,RECTANGLE (171008 1536 256 256),AI_Confidence:0.972;Method:MONAI_Demo
AI_Abnormal_324,Abnormal,,RECTANGLE (175616 1536 256 256),AI_Confidence:0.724;Method:MONAI_Demo
AI_Abnormal_325,Abnormal,,RECTANGLE (179200 1536 256 256),AI_Confidence:0.814;Method:MONAI_Demo
AI_Abnormal_326,Abnormal,,RECTANGLE (179712 1536 256 256),AI_Confidence:0.714;Method:MONAI_Demo
AI_Abnormal_327,Abnormal,,RECTANGLE (181760 1536 256 256),AI_Confidence:0.749;Method:MONAI_Demo
AI_Abnormal_328,Abnormal,,RECTANGLE (183808 1536 256 256),AI_Confidence:0.909;Method:MONAI_Demo
AI_Abnormal_329,Abnormal,,RECTANGLE (184320 1536 256 256),AI_Confidence:0.803;Method:MONAI_Demo
AI_Abnormal_330,Abnormal,,RECTANGLE (185856 1536 256 256),AI_Confidence:0.909;Method:MONAI_Demo
AI_Abnormal_331,Abnormal,,RECTANGLE (186880 1536 256 256),AI_Confidence:0.731;Method:MONAI_Demo
AI_Abnormal_332,Abnormal,,RECTANGLE (188416 1536 256 256),AI_Confidence:0.959;Method:MONAI_Demo
AI_Abnormal_333,Abnormal,,RECTANGLE (512 2048 256 256),AI_Confidence:0.973;Method:MONAI_Demo
AI_Abnormal_334,Abnormal,,RECTANGLE (2048 2048 256 256),AI_Confidence:0.912;Method:MONAI_Demo
AI_Abnormal_335,Abnormal,,RECTANGLE (3072 2048 256 256),AI_Confidence:0.851;Method:MONAI_Demo
AI_Abnormal_336,Abnormal,,RECTANGLE (4608 2048 256 256),AI_Confidence:0.825;Method:MONAI_Demo
AI_Abnormal_337,Abnormal,,RECTANGLE (5120 2048 256 256),AI_Confidence:0.871;Method:MONAI_Demo
AI_Abnormal_338,Abnormal,,RECTANGLE (5632 2048 256 256),AI_Confidence:0.821;Method:MONAI_Demo
AI_Abnormal_339,Abnormal,,RECTANGLE (11264 2048 256 256),AI_Confidence:0.906;Method:MONAI_Demo
AI_Abnormal_340,Abnormal,,RECTANGLE (11776 2048 256 256),AI_Confidence:0.892;Method:MONAI_Demo
AI_Abnormal_341,Abnormal,,RECTANGLE (14336 2048 256 256),AI_Confidence:0.725;Method:MONAI_Demo
AI_Abnormal_342,Abnormal,,RECTANGLE (15872 2048 256 256),AI_Confidence:0.822;Method:MONAI_Demo
AI_Abnormal_343,Abnormal,,RECTANGLE (24576 2048 256 256),AI_Confidence:0.901;Method:MONAI_Demo
AI_Abnormal_344,Abnormal,,RECTANGLE (26112 2048 256 256),AI_Confidence:0.901;Method:MONAI_Demo
AI_Abnormal_345,Abnormal,,RECTANGLE (26624 2048 256 256),AI_Confidence:0.936;Method:MONAI_Demo
AI_Abnormal_346,Abnormal,,RECTANGLE (32256 2048 256 256),AI_Confidence:0.805;Method:MONAI_Demo
AI_Abnormal_347,Abnormal,,RECTANGLE (33280 2048 256 256),AI_Confidence:0.879;Method:MONAI_Demo
AI_Abnormal_348,Abnormal,,RECTANGLE (33792 2048 256 256),AI_Confidence:0.756;Method:MONAI_Demo
AI_Abnormal_349,Abnormal,,RECTANGLE (34816 2048 256 256),AI_Confidence:0.820;Method:MONAI_Demo
AI_Abnormal_350,Abnormal,,RECTANGLE (37376 2048 256 256),AI_Confidence:0.860;Method:MONAI_Demo
AI_Abnormal_351,Abnormal,,RECTANGLE (39936 2048 256 256),AI_Confidence:0.897;Method:MONAI_Demo
AI_Abnormal_352,Abnormal,,RECTANGLE (40448 2048 256 256),AI_Confidence:0.734;Method:MONAI_Demo
AI_Abnormal_353,Abnormal,,RECTANGLE (42496 2048 256 256),AI_Confidence:0.934;Method:MONAI_Demo
AI_Abnormal_354,Abnormal,,RECTANGLE (43520 2048 256 256),AI_Confidence:0.809;Method:MONAI_Demo
AI_Abnormal_355,Abnormal,,RECTANGLE (44032 2048 256 256),AI_Confidence:0.862;Method:MONAI_Demo
AI_Abnormal_356,Abnormal,,RECTANGLE (46080 2048 256 256),AI_Confidence:0.790;Method:MONAI_Demo
AI_Abnormal_357,Abnormal,,RECTANGLE (47104 2048 256 256),AI_Confidence:0.884;Method:MONAI_Demo
AI_Abnormal_358,Abnormal,,RECTANGLE (48128 2048 256 256),AI_Confidence:0.907;Method:MONAI_Demo
AI_Abnormal_359,Abnormal,,RECTANGLE (48640 2048 256 256),AI_Confidence:0.812;Method:MONAI_Demo
AI_Abnormal_360,Abnormal,,RECTANGLE (49152 2048 256 256),AI_Confidence:0.826;Method:MONAI_Demo
AI_Abnormal_361,Abnormal,,RECTANGLE (54272 2048 256 256),AI_Confidence:0.771;Method:MONAI_Demo
AI_Abnormal_362,Abnormal,,RECTANGLE (54784 2048 256 256),AI_Confidence:0.901;Method:MONAI_Demo
AI_Abnormal_363,Abnormal,,RECTANGLE (57856 2048 256 256),AI_Confidence:0.772;Method:MONAI_Demo
AI_Abnormal_364,Abnormal,,RECTANGLE (59392 2048 256 256),AI_Confidence:0.842;Method:MONAI_Demo
AI_Abnormal_365,Abnormal,,RECTANGLE (60928 2048 256 256),AI_Confidence:0.845;Method:MONAI_Demo
AI_Abnormal_366,Abnormal,,RECTANGLE (62976 2048 256 256),AI_Confidence:0.951;Method:MONAI_Demo
AI_Abnormal_367,Abnormal,,RECTANGLE (63488 2048 256 256),AI_Confidence:0.838;Method:MONAI_Demo
AI_Abnormal_368,Abnormal,,RECTANGLE (65024 2048 256 256),AI_Confidence:0.978;Method:MONAI_Demo
AI_Abnormal_369,Abnormal,,RECTANGLE (66560 2048 256 256),AI_Confidence:0.828;Method:MONAI_Demo
AI_Abnormal_370,Abnormal,,RECTANGLE (69632 2048 256 256),AI_Confidence:0.748;Method:MONAI_Demo
AI_Abnormal_371,Abnormal,,RECTANGLE (71168 2048 256 256),AI_Confidence:0.866;Method:MONAI_Demo
AI_Abnormal_372,Abnormal,,RECTANGLE (77312 2048 256 256),AI_Confidence:0.702;Method:MONAI_Demo
AI_Abnormal_373,Abnormal,,RECTANGLE (78848 2048 256 256),AI_Confidence:0.926;Method:MONAI_Demo
AI_Abnormal_374,Abnormal,,RECTANGLE (80896 2048 256 256),AI_Confidence:0.990;Method:MONAI_Demo
AI_Abnormal_375,Abnormal,,RECTANGLE (89600 2048 256 256),AI_Confidence:0.795;Method:MONAI_Demo
AI_Abnormal_376,Abnormal,,RECTANGLE (91136 2048 256 256),AI_Confidence:0.938;Method:MONAI_Demo
AI_Abnormal_377,Abnormal,,RECTANGLE (91648 2048 256 256),AI_Confidence:0.776;Method:MONAI_Demo
AI_Abnormal_378,Abnormal,,RECTANGLE (92672 2048 256 256),AI_Confidence:0.844;Method:MONAI_Demo
AI_Abnormal_379,Abnormal,,RECTANGLE (94720 2048 256 256),AI_Confidence:0.789;Method:MONAI_Demo
AI_Abnormal_380,Abnormal,,RECTANGLE (95744 2048 256 256),AI_Confidence:0.900;Method:MONAI_Demo
AI_Abnormal_381,Abnormal,,RECTANGLE (96768 2048 256 256),AI_Confidence:0.943;Method:MONAI_Demo
AI_Abnormal_382,Abnormal,,RECTANGLE (97792 2048 256 256),AI_Confidence:0.772;Method:MONAI_Demo
AI_Abnormal_383,Abnormal,,RECTANGLE (100352 2048 256 256),AI_Confidence:0.867;Method:MONAI_Demo
AI_Abnormal_384,Abnormal,,RECTANGLE (100864 2048 256 256),AI_Confidence:0.936;Method:MONAI_Demo
AI_Abnormal_385,Abnormal,,RECTANGLE (102400 2048 256 256),AI_Confidence:0.920;Method:MONAI_Demo
AI_Abnormal_386,Abnormal,,RECTANGLE (103424 2048 256 256),AI_Confidence:0.786;Method:MONAI_Demo
AI_Abnormal_387,Abnormal,,RECTANGLE (104960 2048 256 256),AI_Confidence:0.762;Method:MONAI_Demo
AI_Abnormal_388,Abnormal,,RECTANGLE (105472 2048 256 256),AI_Confidence:0.847;Method:MONAI_Demo
AI_Abnormal_389,Abnormal,,RECTANGLE (107008 2048 256 256),AI_Confidence:0.763;Method:MONAI_Demo
AI_Abnormal_390,Abnormal,,RECTANGLE (107520 2048 256 256),AI_Confidence:0.734;Method:MONAI_Demo
AI_Abnormal_391,Abnormal,,RECTANGLE (108032 2048 256 256),AI_Confidence:0.922;Method:MONAI_Demo
AI_Abnormal_392,Abnormal,,RECTANGLE (111616 2048 256 256),AI_Confidence:0.888;Method:MONAI_Demo
AI_Abnormal_393,Abnormal,,RECTANGLE (112128 2048 256 256),AI_Confidence:0.893;Method:MONAI_Demo
AI_Abnormal_394,Abnormal,,RECTANGLE (113152 2048 256 256),AI_Confidence:0.718;Method:MONAI_Demo
AI_Abnormal_395,Abnormal,,RECTANGLE (115712 2048 256 256),AI_Confidence:0.831;Method:MONAI_Demo
AI_Abnormal_396,Abnormal,,RECTANGLE (117248 2048 256 256),AI_Confidence:0.728;Method:MONAI_Demo
AI_Abnormal_397,Abnormal,,RECTANGLE (118784 2048 256 256),AI_Confidence:0.914;Method:MONAI_Demo
AI_Abnormal_398,Abnormal,,RECTANGLE (121344 2048 256 256),AI_Confidence:0.889;Method:MONAI_Demo
AI_Abnormal_399,Abnormal,,RECTANGLE (124928 2048 256 256),AI_Confidence:0.702;Method:MONAI_Demo
AI_Abnormal_400,Abnormal,,RECTANGLE (125952 2048 256 256),AI_Confidence:0.817;Method:MONAI_Demo
AI_Abnormal_401,Abnormal,,RECTANGLE (126976 2048 256 256),AI_Confidence:0.822;Method:MONAI_Demo
AI_Abnormal_402,Abnormal,,RECTANGLE (129024 2048 256 256),AI_Confidence:0.743;Method:MONAI_Demo
AI_Abnormal_403,Abnormal,,RECTANGLE (133120 2048 256 256),AI_Confidence:0.704;Method:MONAI_Demo
AI_Abnormal_404,Abnormal,,RECTANGLE (137216 2048 256 256),AI_Confidence:0.873;Method:MONAI_Demo
AI_Abnormal_405,Abnormal,,RECTANGLE (138240 2048 256 256),AI_Confidence:0.720;Method:MONAI_Demo
AI_Abnormal_406,Abnormal,,RECTANGLE (139264 2048 256 256),AI_Confidence:0.921;Method:MONAI_Demo
AI_Abnormal_407,Abnormal,,RECTANGLE (140800 2048 256 256),AI_Confidence:0.977;Method:MONAI_Demo
AI_Abnormal_408,Abnormal,,RECTANGLE (141312 2048 256 256),AI_Confidence:0.706;Method:MONAI_Demo
AI_Abnormal_409,Abnormal,,RECTANGLE (142336 2048 256 256),AI_Confidence:0.864;Method:MONAI_Demo
AI_Abnormal_410,Abnormal,,RECTANGLE (144896 2048 256 256),AI_Confidence:0.827;Method:MONAI_Demo
AI_Abnormal_411,Abnormal,,RECTANGLE (145408 2048 256 256),AI_Confidence:0.890;Method:MONAI_Demo
AI_Abnormal_412,Abnormal,,RECTANGLE (147968 2048 256 256),AI_Confidence:0.833;Method:MONAI_Demo
AI_Abnormal_413,Abnormal,,RECTANGLE (148480 2048 256 256),AI_Confidence:0.822;Method:MONAI_Demo
AI_Abnormal_414,Abnormal,,RECTANGLE (149504 2048 256 256),AI_Confidence:0.791;Method:MONAI_Demo
AI_Abnormal_415,Abnormal,,RECTANGLE (153088 2048 256 256),AI_Confidence:0.877;Method:MONAI_Demo
AI_Abnormal_416,Abnormal,,RECTANGLE (153600 2048 256 256),AI_Confidence:0.957;Method:MONAI_Demo
AI_Abnormal_417,Abnormal,,RECTANGLE (154624 2048 256 256),AI_Confidence:0.982;Method:MONAI_Demo
AI_Abnormal_418,Abnormal,,RECTANGLE (156672 2048 256 256),AI_Confidence:0.790;Method:MONAI_Demo
AI_Abnormal_419,Abnormal,,RECTANGLE (163840 2048 256 256),AI_Confidence:0.751;Method:MONAI_Demo
AI_Abnormal_420,Abnormal,,RECTANGLE (164864 2048 256 256),AI_Confidence:0.901;Method:MONAI_Demo
AI_Abnormal_421,Abnormal,,RECTANGLE (166400 2048 256 256),AI_Confidence:0.946;Method:MONAI_Demo
AI_Abnormal_422,Abnormal,,RECTANGLE (166912 2048 256 256),AI_Confidence:0.732;Method:MONAI_Demo
AI_Abnormal_423,Abnormal,,RECTANGLE (169984 2048 256 256),AI_Confidence:0.710;Method:MONAI_Demo
AI_Abnormal_424,Abnormal,,RECTANGLE (170496 2048 256 256),AI_Confidence:0.840;Method:MONAI_Demo
AI_Abnormal_425,Abnormal,,RECTANGLE (171520 2048 256 256),AI_Confidence:0.765;Method:MONAI_Demo
AI_Abnormal_426,Abnormal,,RECTANGLE (175104 2048 256 256),AI_Confidence:0.891;Method:MONAI_Demo
AI_Abnormal_427,Abnormal,,RECTANGLE (177152 2048 256 256),AI_Confidence:0.869;Method:MONAI_Demo
AI_Abnormal_428,Abnormal,,RECTANGLE (178688 2048 256 256),AI_Confidence:0.786;Method:MONAI_Demo
AI_Abnormal_429,Abnormal,,RECTANGLE (183296 2048 256 256),AI_Confidence:0.784;Method:MONAI_Demo
AI_Abnormal_430,Abnormal,,RECTANGLE (186368 2048 256 256),AI_Confidence:0.908;Method:MONAI_Demo
AI_Abnormal_431,Abnormal,,RECTANGLE (3072 2560 256 256),AI_Confidence:0.924;Method:MONAI_Demo
AI_Abnormal_432,Abnormal,,RECTANGLE (5632 2560 256 256),AI_Confidence:0.805;Method:MONAI_Demo
AI_Abnormal_433,Abnormal,,RECTANGLE (15872 2560 256 256),AI_Confidence:0.900;Method:MONAI_Demo
AI_Abnormal_434,Abnormal,,RECTANGLE (17920 2560 256 256),AI_Confidence:0.897;Method:MONAI_Demo
AI_Abnormal_435,Abnormal,,RECTANGLE (18432 2560 256 256),AI_Confidence:0.813;Method:MONAI_Demo
AI_Abnormal_436,Abnormal,,RECTANGLE (21504 2560 256 256),AI_Confidence:0.770;Method:MONAI_Demo
AI_Abnormal_437,Abnormal,,RECTANGLE (22016 2560 256 256),AI_Confidence:0.858;Method:MONAI_Demo
AI_Abnormal_438,Abnormal,,RECTANGLE (25088 2560 256 256),AI_Confidence:0.829;Method:MONAI_Demo
AI_Abnormal_439,Abnormal,,RECTANGLE (39936 2560 256 256),AI_Confidence:0.907;Method:MONAI_Demo
AI_Abnormal_440,Abnormal,,RECTANGLE (42496 2560 256 256),AI_Confidence:0.889;Method:MONAI_Demo
AI_Abnormal_441,Abnormal,,RECTANGLE (49152 2560 256 256),AI_Confidence:0.965;Method:MONAI_Demo
AI_Abnormal_442,Abnormal,,RECTANGLE (51712 2560 256 256),AI_Confidence:0.895;Method:MONAI_Demo
AI_Abnormal_443,Abnormal,,RECTANGLE (52224 2560 256 256),AI_Confidence:0.870;Method:MONAI_Demo
AI_Abnormal_444,Abnormal,,RECTANGLE (52736 2560 256 256),AI_Confidence:0.716;Method:MONAI_Demo
AI_Abnormal_445,Abnormal,,RECTANGLE (53248 2560 256 256),AI_Confidence:0.719;Method:MONAI_Demo
AI_Abnormal_446,Abnormal,,RECTANGLE (57344 2560 256 256),AI_Confidence:0.910;Method:MONAI_Demo
AI_Abnormal_447,Abnormal,,RECTANGLE (57856 2560 256 256),AI_Confidence:0.726;Method:MONAI_Demo
AI_Abnormal_448,Abnormal,,RECTANGLE (59392 2560 256 256),AI_Confidence:0.767;Method:MONAI_Demo
AI_Abnormal_449,Abnormal,,RECTANGLE (59904 2560 256 256),AI_Confidence:0.892;Method:MONAI_Demo
AI_Abnormal_450,Abnormal,,RECTANGLE (61952 2560 256 256),AI_Confidence:0.705;Method:MONAI_Demo
AI_Abnormal_451,Abnormal,,RECTANGLE (63488 2560 256 256),AI_Confidence:0.896;Method:MONAI_Demo
AI_Abnormal_452,Abnormal,,RECTANGLE (65536 2560 256 256),AI_Confidence:0.844;Method:MONAI_Demo
AI_Abnormal_453,Abnormal,,RECTANGLE (70656 2560 256 256),AI_Confidence:0.841;Method:MONAI_Demo
AI_Abnormal_454,Abnormal,,RECTANGLE (71168 2560 256 256),AI_Confidence:0.791;Method:MONAI_Demo
AI_Abnormal_455,Abnormal,,RECTANGLE (73216 2560 256 256),AI_Confidence:0.905;Method:MONAI_Demo
AI_Abnormal_456,Abnormal,,RECTANGLE (73728 2560 256 256),AI_Confidence:0.710;Method:MONAI_Demo
AI_Abnormal_457,Abnormal,,RECTANGLE (75776 2560 256 256),AI_Confidence:0.755;Method:MONAI_Demo
AI_Abnormal_458,Abnormal,,RECTANGLE (81920 2560 256 256),AI_Confidence:0.942;Method:MONAI_Demo
AI_Abnormal_459,Abnormal,,RECTANGLE (82944 2560 256 256),AI_Confidence:0.735;Method:MONAI_Demo
AI_Abnormal_460,Abnormal,,RECTANGLE (86016 2560 256 256),AI_Confidence:0.959;Method:MONAI_Demo
AI_Abnormal_461,Abnormal,,RECTANGLE (86528 2560 256 256),AI_Confidence:0.775;Method:MONAI_Demo
AI_Abnormal_462,Abnormal,,RECTANGLE (88064 2560 256 256),AI_Confidence:0.977;Method:MONAI_Demo
AI_Abnormal_463,Abnormal,,RECTANGLE (94720 2560 256 256),AI_Confidence:0.835;Method:MONAI_Demo
AI_Abnormal_464,Abnormal,,RECTANGLE (95232 2560 256 256),AI_Confidence:0.857;Method:MONAI_Demo
AI_Abnormal_465,Abnormal,,RECTANGLE (97280 2560 256 256),AI_Confidence:0.965;Method:MONAI_Demo
AI_Abnormal_466,Abnormal,,RECTANGLE (98816 2560 256 256),AI_Confidence:0.780;Method:MONAI_Demo
AI_Abnormal_467,Abnormal,,RECTANGLE (100864 2560 256 256),AI_Confidence:0.870;Method:MONAI_Demo
AI_Abnormal_468,Abnormal,,RECTANGLE (101376 2560 256 256),AI_Confidence:0.972;Method:MONAI_Demo
